aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
ALB,UA,182,9.95,7.23,2.2,-3.2,3
ALB,WN,885,10.58,2.74,0.9,-2.57,5
ALB,YX,78,2.26,-2.19,1.3,-10.89,2
ALW,OO,131,-1.51,0.23,4.6,0.0,1
AMA,AA,47,9.89,9.66,0.0,-0.39,3
AMA,MQ,537,9.33,7.12,1.1,-0.95,1
AMA,OO,221,14.86,12.79,2.7,4.58,4
AMA,WN,514,9.37,3.33,0.8,-0.91,2
ANC,AA,121,39.5,29.28,0.8,31.88,4
ANC,AS,3543,4.92,2.55,1.6,-2.7,1
ANC,DL,528,16.9,9.96,0.6,9.28,3
ANC,UA,272,10.42,2.1,2.2,2.8,2
APN,OO,148,15.5,9.83,3.4,0.0,1
ASE,OO,1821,26.91,22.27,6.5,0.0,1
ATL,9E,6771,6.99,2.73,1.2,-4.15,2
ATL,AA,1876,19.65,15.81,1.9,8.51,9
ATL,AS,317,10.52,8.25,1.9,-0.62,4
ATL,B6,740,21.16,16.47,1.6,10.02,11
ATL,DL,56905,9.48,5.71,0.9,-1.66,3
ATL,F9,2868,24.66,20.58,2.5,13.52,13
ATL,MQ,157,13.59,11.4,0.0,2.45,6
ATL,NK,2500,20.37,13.97,2.1,9.23,10
ATL,OH,588,16.38,13.14,1.7,5.24,8
ATL,OO,2014,21.61,17.55,0.8,10.47,12
ATL,UA,1817,13.88,8.73,1.5,2.74,7
ATL,WN,8436,12.46,6.38,0.7,1.32,5
ATL,YX,309,6.17,3.9,1.6,-4.97,1
ATW,9E,35,-0.03,-2.26,0.0,-18.04,1
ATW,DL,99,11.71,4.7,1.0,-6.3,3
ATW,G4,284,9.56,3.81,3.2,-8.45,2
ATW,MQ,193,19.12,13.53,2.1,1.11,4
ATW,OO,896,21.86,18.75,2.5,3.85,5
AUS,9E,91,7.8,5.61,1.1,-6.82,3
AUS,AA,3373,19.31,16.29,1.9,4.69,10
AUS,AS,695,10.96,8.7,2.7,-3.66,5
AUS,B6,192,33.32,23.63,0.5,18.7,15
AUS,DL,2756,15.09,8.35,1.0,0.47,8
AUS,F9,158,24.72,19.3,2.5,10.1,13
AUS,G4,253,21.38,16.35,3.2,6.76,12
AUS,HA,47,9.04,17.17,2.1,-5.58,4
AUS,MQ,570,15.41,13.66,1.2,0.79,9
AUS,NK,288,25.27,18.23,1.0,10.65,14
AUS,OH,8,-2.0,-11.25,0.0,-16.62,2
AUS,OO,892,19.48,15.36,0.1,4.86,11
AUS,UA,2328,13.2,8.0,1.4,-1.42,7
AUS,WN,9361,12.02,5.87,0.6,-2.6,6
AUS,YX,24,-3.79,-8.79,0.0,-18.41,1
AVL,9E,137,17.96,9.08,1.5,0.58,6
AVL,AA,124,43.09,37.13,8.9,25.71,10
AVL,B6,18,24.88,23.29,5.6,7.5,9
AVL,DL,554,14.9,6.37,2.5,-2.48,4
AVL,G4,789,24.59,21.16,3.5,7.21,8
AVL,MQ,292,23.85,20.82,1.7,6.47,7
AVL,OH,499,7.56,8.03,3.0,-9.82,2
AVL,OO,162,15.58,14.77,1.2,-1.8,5
AVL,UA,51,8.65,1.04,5.9,-8.73,3
AVL,YX,284,3.83,-0.22,5.3,-13.55,1
AVP,AA,222,14.6,10.56,2.7,-1.34,2
AVP,MQ,104,17.65,11.51,0.0,1.71,3
AVP,OH,39,21.54,8.26,0.0,5.6,4
AVP,OO,9,4.11,10.89,0.0,-11.83,1
AZA,G4,1427,5.65,0.65,0.5,0.0,1
AZO,9E,3,-1.0,-9.67,0.0,-14.16,1
AZO,OO,212,13.37,8.65,0.9,0.21,2
BDL,9E,90,4.58,-0.92,4.4,-8.79,2
BDL,AA,962,12.36,8.02,1.8,-1.01,6
BDL,B6,767,21.06,16.49,1.6,7.69,10
BDL,DL,959,7.29,-0.04,0.4,-6.08,4
BDL,F9,214,40.63,36.1,2.3,27.26,11
BDL,MQ,126,7.02,4.18,1.6,-6.35,3
BDL,NK,148,12.56,9.56,2.7,-0.81,7
BDL,OH,359,14.86,10.72,3.3,1.49,9
BDL,OO,20,63.1,72.2,0.0,49.73,12
BDL,UA,503,8.58,4.43,1.4,-4.79,5
BDL,WN,1009,12.72,4.89,0.3,-0.65,8
BDL,YX,120,0.53,-4.43,0.0,-12.84,1
BET,AS,189,6.58,9.13,2.6,0.0,1
BFF,OO,149,23.77,22.43,2.7,0.0,1
BFL,AA,244,6.99,3.28,0.8,0.01,2
BFL,MQ,91,2.78,-3.35,0.0,-4.2,1
BFL,OO,342,8.09,1.83,0.3,1.11,3
BGM,9E,87,2.22,-1.33,5.7,0.0,1
BGR,9E,269,8.74,1.52,4.5,-6.12,1
BGR,AA,155,28.98,28.25,2.6,14.12,7
BGR,G4,84,20.54,15.1,3.6,5.68,6
BGR,MQ,56,13.2,18.11,0.0,-1.66,4
BGR,OH,172,11.07,6.69,3.5,-3.79,2
BGR,OO,42,18.02,17.41,2.4,3.16,5
BGR,YX,231,12.85,6.15,8.2,-2.01,3
BHM,9E,266,4.2,-2.07,4.1,-7.24,3
BHM,AA,98,36.14,34.19,1.0,24.7,9
BHM,DL,729,6.75,1.59,1.1,-4.69,4
BHM,MQ,600,9.49,6.57,0.5,-1.95,5
BHM,NK,16,1.56,3.88,0.0,-9.88,2
BHM,OH,904,14.54,11.57,1.3,3.1,7
BHM,OO,400,17.28,13.01,0.3,5.84,8
BHM,WN,1142,11.61,5.97,0.4,0.17,6
BHM,YX,97,-0.28,-3.15,0.0,-11.72,1
BIH,OO,62,28.03,19.44,4.8,0.0,1
BIL,DL,185,19.76,17.1,2.2,10.06,4
BIL,G4,95,25.36,24.03,1.1,15.66,5
BIL,MQ,226,10.83,10.19,0.4,1.13,3
BIL,OO,343,2.56,0.42,0.9,-7.14,2
BIL,UA,156,2.51,-0.32,0.6,-7.19,1
BIS,9E,2,36.5,47.5,0.0,22.66,5
BIS,DL,137,5.17,-2.34,0.0,-8.67,1
BIS,G4,97,10.42,3.99,1.0,-3.42,3
BIS,MQ,142,7.3,4.64,0.7,-6.54,2
BIS,OO,480,18.93,13.25,2.1,5.09,4
BJI,OO,163,8.87,3.69,0.0,0.0,1
BLI,G4,231,1.34,-2.69,0.4,-5.98,1
BLI,OO,246,10.55,12.16,2.0,3.23,2
BLI,WN,160,11.06,2.34,0.6,3.74,3
BLV,G4,259,35.19,31.06,1.9,0.0,1
BMI,9E,174,9.54,0.02,1.7,0.72,3
BMI,F9,9,7.56,17.0,0.0,-1.26,1
BMI,G4,58,10.59,7.72,0.0,1.77,4
BMI,MQ,174,7.58,2.69,1.1,-1.24,2
BNA,9E,294,17.25,13.3,2.0,5.35,11
BNA,AA,2073,22.26,20.63,2.2,10.36,14
BNA,AS,267,5.98,-1.88,1.1,-5.92,3
BNA,B6,335,20.19,15.1,0.6,8.29,12
BNA,DL,2069,5.26,-0.2,0.9,-6.64,2
BNA,F9,196,16.8,15.89,1.5,4.9,9
BNA,G4,741,13.83,9.47,1.5,1.93,8
BNA,MQ,636,12.17,10.79,2.7,0.27,7
BNA,NK,868,21.67,13.33,3.9,9.77,13
BNA,OH,599,11.87,10.29,1.8,-0.03,6
BNA,OO,1016,16.89,14.0,1.1,4.99,10
BNA,UA,1484,10.01,5.86,2.0,-1.89,4
BNA,WN,12503,10.91,3.87,0.7,-0.99,5
BNA,YX,1412,4.17,2.22,1.6,-7.73,1
BOI,AA,204,11.6,8.07,1.5,3.7,7
BOI,AS,147,2.61,2.4,0.0,-5.29,1
BOI,DL,686,10.32,4.71,0.9,2.42,6
BOI,G4,92,50.81,49.48,3.3,42.91,9
BOI,MQ,89,7.28,3.1,1.1,-0.62,4
BOI,NK,142,12.31,7.8,3.5,4.41,8
BOI,OO,2785,6.29,5.44,0.4,-1.61,3
BOI,UA,356,5.01,0.65,2.2,-2.89,2
BOI,WN,1146,7.43,1.16,0.3,-0.47,5
BOS,9E,1,-5.0,-28.0,0.0,-18.5,1
BOS,AA,3868,17.29,9.96,1.7,3.79,11
BOS,AS,612,16.82,11.96,1.3,3.32,10
BOS,B6,9654,16.17,10.59,1.3,2.67,9
BOS,DL,5798,13.97,6.69,1.0,0.47,7
BOS,F9,381,13.79,11.74,2.6,0.29,6
BOS,G4,114,1.38,-3.95,1.8,-12.12,2
BOS,HA,59,11.42,8.61,0.0,-2.08,4
BOS,MQ,465,18.23,12.78,1.5,4.73,12
BOS,NK,1662,22.4,15.26,3.6,8.9,13
BOS,UA,2871,11.86,5.93,1.6,-1.64,5
BOS,WN,1582,14.72,5.4,1.1,1.22,8
BOS,YX,6281,4.3,0.15,1.9,-9.2,3
BPT,MQ,53,13.86,11.84,3.8,2.44,2
BPT,OO,122,10.4,7.8,0.0,-1.02,1
BQK,9E,23,22.74,20.96,0.0,6.17,2
BQK,OO,161,15.68,15.79,0.0,-0.89,1
BQN,B6,393,14.03,11.26,0.8,-5.27,1
BQN,F9,108,29.79,19.94,0.9,10.49,3
BQN,UA,91,29.78,21.92,2.2,10.48,2
BRD,OO,150,21.37,17.17,0.7,0.0,1
BRO,MQ,309,6.91,4.9,1.3,-2.68,1
BRO,OO,181,14.26,11.35,3.3,4.67,2
BRW,AS,97,7.87,8.7,4.1,0.0,1
BTM,OO,129,4.76,-0.52,0.0,0.0,1
BTR,9E,129,4.54,0.48,3.1,-10.13,1
BTR,DL,220,5.16,-2.35,0.9,-9.51,2
BTR,MQ,252,16.06,13.92,3.2,1.39,3
BTR,OH,467,20.24,17.17,1.5,5.57,5
BTR,OO,140,17.75,15.4,5.7,3.08,4
BTR,UA,1,52.0,57.0,0.0,37.33,6
BTV,9E,412,11.27,4.77,1.7,1.97,8
BTV,AA,186,18.96,13.47,1.1,9.66,10
BTV,B6,1,12.0,10.0,0.0,2.7,9
BTV,DL,102,7.33,4.16,3.9,-1.97,5
BTV,F9,3,-7.67,14.33,0.0,-16.97,1
BTV,MQ,80,7.23,10.05,3.8,-2.07,4
BTV,OH,399,10.93,7.97,1.8,1.63,7
BTV,OO,70,8.63,3.46,0.0,-0.67,6
BTV,UA,262,7.06,7.69,1.1,-2.24,3
BTV,YX,364,3.25,-1.31,1.1,-6.05,2
BUF,9E,439,11.39,3.96,3.6,0.54,6
BUF,AA,520,16.28,14.21,2.1,5.43,9
BUF,B6,838,12.69,8.8,2.1,1.84,7
BUF,DL,516,7.75,-0.14,1.2,-3.1,4
BUF,F9,264,26.83,23.14,4.2,15.98,11
BUF,MQ,130,4.81,-0.66,1.5,-6.04,2
BUF,OH,206,14.31,14.29,2.4,3.46,8
BUF,OO,181,18.8,13.02,1.1,7.95,10
BUF,UA,260,6.98,6.4,2.3,-3.87,3
BUF,WN,1266,8.22,1.42,1.3,-2.63,5
BUF,YX,651,4.45,-0.1,3.1,-6.4,1
BUR,AA,287,14.28,10.36,2.1,4.53,6
BUR,AS,543,2.81,2.33,2.4,-6.94,1
BUR,B6,71,48.44,44.91,1.4,38.69,10
BUR,DL,111,24.18,17.35,0.9,14.43,9
BUR,F9,23,14.91,16.09,0.0,5.16,7
BUR,MQ,20,12.85,4.1,0.0,3.1,4
BUR,NK,485,17.15,13.5,2.3,7.4,8
BUR,OO,1002,13.47,12.14,1.0,3.72,5
BUR,UA,408,11.15,8.45,2.2,1.4,3
BUR,WN,4606,7.58,0.42,1.2,-2.17,2
BWI,9E,111,23.59,19.5,4.5,7.78,13
BWI,AA,921,17.28,11.68,1.8,1.47,11
BWI,AS,143,22.38,17.58,2.1,6.57,12
BWI,B6,52,-1.73,-1.9,1.9,-17.54,3
BWI,DL,1260,10.62,3.82,0.6,-5.19,8
BWI,F9,691,38.75,36.31,3.5,22.94,14
BWI,G4,41,10.45,4.85,2.4,-5.36,7
BWI,MQ,135,6.69,1.89,2.2,-9.12,6
BWI,NK,1636,16.18,9.92,2.1,0.37,10
BWI,OH,10,-5.3,-2.4,0.0,-21.11,1
BWI,OO,4,-3.75,-11.0,0.0,-19.56,2
BWI,UA,842,5.85,2.13,1.9,-9.96,5
BWI,WN,18094,15.86,8.96,0.8,0.05,9
BWI,YX,226,4.45,0.25,1.8,-11.36,4
BZN,AA,232,19.1,16.92,0.9,8.07,8
BZN,AS,154,3.24,3.97,1.9,-7.79,1
BZN,B6,41,30.92,32.47,4.9,19.89,9
BZN,DL,430,7.52,4.08,0.7,-3.51,4
BZN,G4,102,10.14,5.38,2.9,-0.89,6
BZN,MQ,21,4.33,2.9,0.0,-6.7,2
BZN,OO,491,4.47,1.55,1.0,-6.56,3
BZN,UA,536,18.61,14.75,1.7,7.58,7
BZN,WN,480,9.92,4.49,0.4,-1.11,5
CAE,9E,313,7.9,2.77,1.9,-3.4,3
CAE,AA,176,37.64,30.05,1.1,26.34,7
CAE,DL,373,3.81,-4.17,0.8,-7.49,1
CAE,MQ,14,8.36,8.29,0.0,-2.94,4
CAE,OH,585,10.55,10.27,1.9,-0.75,5
CAE,OO,181,5.19,4.67,1.7,-6.11,2
CAE,YX,85,21.21,19.99,4.7,9.91,6
CAK,G4,168,25.68,20.04,1.8,7.92,3
CAK,OH,376,10.24,8.61,0.8,-7.52,1
CAK,OO,254,23.8,23.12,2.4,6.04,2
CDC,OO,158,12.64,7.01,0.6,0.0,1
CDV,AS,171,1.25,1.88,2.3,0.0,1
CHA,9E,400,7.75,1.63,0.3,-4.0,2
CHA,DL,282,8.87,0.65,1.1,-2.88,3
CHA,G4,65,38.87,38.61,4.6,27.12,7
CHA,MQ,304,17.55,12.83,2.6,5.8,6
CHA,OH,356,10.21,7.55,0.8,-1.54,4
CHA,OO,235,10.66,10.46,2.6,-1.09,5
CHA,YX,40,6.75,8.98,0.0,-5.0,1
CHO,9E,381,13.13,7.01,5.0,-1.4,4
CHO,DL,55,12.15,2.45,0.0,-2.38,3
CHO,OH,12,-8.08,-0.17,0.0,-22.61,1
CHO,OO,156,28.73,29.94,1.9,14.2,5
CHO,YX,116,3.46,7.68,1.7,-11.07,2
CHS,9E,500,10.41,4.09,6.0,-1.5,5
CHS,AA,1198,15.04,11.54,1.9,3.13,9
CHS,AS,64,4.73,2.52,0.0,-7.18,2
CHS,B6,429,18.34,13.76,3.0,6.43,11
CHS,DL,994,12.43,7.07,0.4,0.52,7
CHS,F9,44,16.07,13.39,0.0,4.16,10
CHS,G4,57,25.08,25.23,8.8,13.17,14
CHS,MQ,215,11.1,6.74,0.9,-0.81,6
CHS,NK,285,20.94,15.79,3.2,9.03,12
CHS,OH,433,9.31,6.13,2.1,-2.6,4
CHS,OO,79,23.18,20.97,1.3,11.27,13
CHS,UA,560,13.56,9.93,1.4,1.65,8
CHS,WN,868,7.91,3.04,0.8,-4.0,3
CHS,YX,576,1.07,-2.04,1.4,-10.84,1
CID,9E,29,2.28,2.62,0.0,-12.24,1
CID,AA,287,29.62,26.78,1.7,15.1,10
CID,DL,95,23.97,20.74,1.1,9.45,9
CID,F9,62,13.68,9.97,0.0,-0.84,7
CID,G4,216,6.63,2.44,2.8,-7.89,2
CID,MQ,291,10.19,9.34,2.4,-4.33,5
CID,OH,162,11.86,6.52,1.9,-2.66,6
CID,OO,470,15.68,13.92,1.1,1.16,8
CID,UA,267,7.64,4.81,2.2,-6.88,3
CID,YX,30,8.69,2.24,3.3,-5.83,4
CIU,OO,198,18.9,14.17,1.0,0.0,1
CKB,G4,50,44.17,43.81,4.0,0.0,1
CLE,9E,582,12.51,5.01,3.4,1.84,10
CLE,AA,1109,11.73,7.99,2.1,1.06,9
CLE,AS,96,8.28,6.21,0.0,-2.39,5
CLE,B6,207,6.08,2.58,1.9,-4.59,3
CLE,DL,775,8.4,-1.94,0.5,-2.27,6
CLE,F9,1590,23.48,18.65,2.6,12.81,13
CLE,MQ,151,9.61,2.89,0.0,-1.06,7
CLE,NK,213,16.56,10.84,3.8,5.89,12
CLE,OH,378,10.12,8.53,1.6,-0.55,8
CLE,OO,424,13.68,6.68,1.7,3.01,11
CLE,UA,2066,5.73,-0.04,1.6,-4.94,2
CLE,WN,1227,6.88,-0.11,0.6,-3.79,4
CLE,YX,1064,4.38,-1.2,2.4,-6.29,1
CLL,MQ,226,16.19,11.7,2.2,0.58,2
CLL,OO,78,13.91,11.59,3.8,-1.7,1
CLT,9E,783,18.6,14.75,4.2,0.03,8
CLT,AA,31136,21.86,17.58,1.3,3.29,9
CLT,B6,130,28.73,21.25,1.5,10.16,11
CLT,DL,1521,11.55,3.55,1.1,-7.02,2
CLT,F9,786,30.41,32.42,4.2,11.84,12
CLT,MQ,1567,16.51,13.4,1.5,-2.06,6
CLT,NK,1206,21.97,16.89,2.9,3.4,10
CLT,OH,14156,12.17,8.27,1.2,-6.4,3
CLT,OO,13,16.38,6.69,0.0,-2.19,5
CLT,UA,991,13.04,10.52,0.9,-5.53,4
CLT,WN,810,17.34,11.28,0.5,-1.23,7
CLT,YX,579,8.41,4.32,1.2,-10.16,1
CMH,9E,53,11.17,4.04,0.0,1.84,6
CMH,AA,826,23.47,19.72,1.8,14.14,12
CMH,AS,104,8.21,2.38,1.9,-1.12,3
CMH,DL,813,4.23,-3.21,1.0,-5.1,2
CMH,F9,58,17.65,20.3,1.7,8.32,10
CMH,MQ,727,11.06,8.55,0.4,1.73,5
CMH,NK,602,16.45,7.95,2.5,7.12,9
CMH,OH,354,19.03,13.69,0.8,9.7,11
CMH,OO,322,11.34,4.37,0.0,2.01,7
CMH,UA,643,13.23,9.23,0.8,3.9,8
CMH,WN,2905,10.67,3.72,1.1,1.34,4
CMH,YX,2788,0.79,-4.57,0.8,-8.54,1
CMI,MQ,339,18.89,12.78,1.8,0.0,1
CMX,OO,168,19.23,19.77,4.2,0.0,1
CNY,OO,6,-11.67,-9.33,0.0,0.0,1
COD,OO,148,22.81,16.99,0.7,0.0,1
COS,AA,273,15.53,16.1,2.2,6.15,5
COS,DL,145,10.87,6.88,0.0,1.49,4
COS,MQ,100,17.99,14.06,0.0,8.61,6
COS,OO,1186,8.08,2.54,1.3,-1.3,1
COS,UA,193,8.28,6.29,3.6,-1.1,2
COS,WN,1210,8.56,2.69,0.6,-0.82,3
COU,MQ,412,13.37,10.36,2.2,-1.99,1
COU,OO,23,51.77,47.77,4.3,36.41,2
CPR,OO,420,8.64,2.69,0.0,0.0,1
CRP,MQ,612,11.65,10.97,1.6,0.97,3
CRP,OO,59,3.9,4.42,0.0,-6.78,1
CRP,WN,273,9.98,6.22,1.5,-0.7,2
CRW,9E,48,2.63,-3.02,0.0,-16.56,1
CRW,OH,314,15.02,13.18,1.3,-4.17,2
CRW,OO,465,23.73,17.8,0.9,4.54,3
CSG,9E,150,6.97,0.75,2.0,-0.12,1
CSG,OO,100,7.28,3.06,2.0,0.19,2
CVG,9E,1662,8.92,3.48,1.6,-2.04,6
CVG,AA,824,23.23,18.16,1.5,12.27,12
CVG,AS,76,9.77,6.59,3.9,-1.19,7
CVG,DL,1734,8.31,0.97,1.2,-2.65,3
CVG,F9,1118,17.47,14.67,1.9,6.51,11
CVG,G4,839,13.53,10.41,1.0,2.57,10
CVG,MQ,644,11.56,7.42,0.9,0.6,9
CVG,OH,571,11.51,9.07,0.9,0.55,8
CVG,OO,202,8.55,6.76,0.5,-2.41,4
CVG,UA,472,7.51,4.73,1.3,-3.45,2
CVG,WN,546,8.76,2.85,0.9,-2.2,5
CVG,YX,1316,4.24,0.59,1.7,-6.72,1
CWA,9E,165,2.2,-3.88,1.8,0.0,1
CYS,OO,170,9.48,2.75,1.8,0.0,1
DAB,AA,77,10.09,4.51,1.3,0.46,2
DAB,DL,364,6.02,0.91,1.4,-3.61,1
DAB,MQ,4,34.0,24.5,0.0,24.37,4
DAB,OH,282,13.84,6.77,2.1,4.21,3
DAL,AS,76,2.62,-0.19,2.6,-11.42,1
DAL,DL,521,10.41,5.03,0.8,-3.63,2
DAL,WN,17407,14.19,8.36,1.1,0.15,3
DAY,9E,116,13.0,3.17,6.0,1.53,4
DAY,DL,259,8.88,-1.73,0.4,-2.59,2
DAY,G4,57,22.57,17.85,5.3,11.1,7
DAY,MQ,48,21.23,17.62,2.1,9.76,6
DAY,OH,898,10.96,7.62,0.9,-0.51,3
DAY,OO,352,14.78,11.43,0.9,3.31,5
DAY,YX,85,-3.34,-6.61,0.0,-14.81,1
DCA,9E,478,18.96,12.75,2.9,5.68,11
DCA,AA,6444,19.01,13.75,1.7,5.73,12
DCA,AS,403,7.31,2.61,0.7,-5.97,2
DCA,B6,1993,16.03,9.41,1.6,2.75,9
DCA,DL,2165,12.35,4.66,1.2,-0.93,5
DCA,F9,241,17.92,11.97,1.7,4.64,10
DCA,MQ,1044,11.85,6.74,1.5,-1.43,3
DCA,OH,8897,15.27,11.45,2.2,1.99,8
DCA,OO,43,12.1,3.6,2.3,-1.18,4
DCA,UA,1347,13.21,9.38,2.1,-0.07,7
DCA,WN,3871,12.73,4.12,1.2,-0.55,6
DCA,YX,6362,4.54,0.0,1.4,-8.74,1
DDC,OO,153,39.45,36.04,2.6,0.0,1
DEC,OO,187,26.78,23.91,1.6,0.0,1
DEN,AA,1989,18.63,14.26,1.8,5.18,8
DEN,AS,555,9.36,7.78,1.1,-4.09,2
DEN,B6,298,27.22,24.35,0.3,13.77,10
DEN,DL,3002,10.75,3.42,0.9,-2.7,3
DEN,F9,6140,15.47,10.84,1.4,2.02,7
DEN,G4,119,19.15,18.55,0.8,5.7,9
DEN,MQ,53,8.42,3.26,0.0,-5.03,1
DEN,NK,9,112.22,105.44,0.0,98.77,11
DEN,OO,14694,11.29,6.43,1.3,-2.16,4
DEN,UA,25178,12.72,7.91,1.2,-0.73,5
DEN,WN,23928,14.82,8.9,0.8,1.37,6
DFW,9E,1,128.0,133.0,0.0,108.73,12
DFW,AA,40887,25.21,19.83,2.0,5.94,10
DFW,AS,559,13.37,11.69,1.8,-5.9,4
DFW,B6,87,35.01,29.98,0.0,15.74,11
DFW,DL,2957,15.99,9.41,0.9,-3.28,5
DFW,F9,2474,23.69,22.85,2.5,4.42,9
DFW,MQ,17220,8.81,4.76,1.4,-10.46,2
DFW,NK,2476,18.36,13.07,1.4,-0.91,7
DFW,OH,2230,20.56,15.71,2.3,1.29,8
DFW,OO,5883,9.62,5.93,2.3,-9.65,3
DFW,UA,1975,16.69,12.87,1.8,-2.58,6
DFW,YX,9,6.56,-4.67,0.0,-12.71,1
DHN,9E,140,5.31,-0.33,0.7,-0.44,1
DHN,OO,56,6.87,6.52,3.6,1.12,2
DIK,OO,151,11.36,5.94,4.0,0.0,1
DLG,AS,22,15.18,16.82,0.0,0.0,1
DLH,9E,44,7.45,11.43,0.0,-4.15,3
DLH,DL,29,4.97,-2.38,0.0,-6.63,2
DLH,OO,312,15.57,9.11,1.3,3.97,4
DLH,YX,110,3.89,-4.11,0.0,-7.71,1
DRO,MQ,5,-0.8,-10.2,0.0,-16.11,1
DRO,OO,745,17.15,14.88,1.6,1.84,3
DRO,UA,174,7.86,-2.96,2.3,-7.45,2
DSM,9E,657,8.82,3.22,1.5,-4.42,3
DSM,AA,619,23.26,20.48,2.3,10.02,11
DSM,DL,259,11.29,1.83,0.4,-1.95,5
DSM,F9,60,3.43,1.02,0.0,-9.81,1
DSM,G4,399,15.49,12.17,2.8,2.25,8
DSM,MQ,212,13.23,11.27,0.9,-0.01,7
DSM,OH,118,16.35,15.57,2.5,3.11,9
DSM,OO,219,21.77,17.27,2.7,8.53,10
DSM,UA,530,5.44,4.25,0.9,-7.8,2
DSM,WN,449,12.74,6.51,0.4,-0.5,6
DSM,YX,203,9.0,7.85,1.5,-4.24,4
DTW,9E,3150,4.89,0.59,1.0,-7.09,2
DTW,AA,1380,15.78,12.44,1.9,3.8,10
DTW,AS,111,11.49,8.28,0.9,-0.49,7
DTW,B6,261,17.82,13.66,0.8,5.84,12
DTW,DL,14252,11.93,6.46,1.0,-0.05,8
DTW,F9,560,25.1,21.32,3.9,13.12,13
DTW,MQ,215,9.48,7.29,3.7,-2.5,4
DTW,NK,2466,10.64,2.83,1.5,-1.34,5
DTW,OH,240,12.18,10.08,2.5,0.2,9
DTW,OO,6559,16.1,12.54,0.4,4.12,11
DTW,UA,498,11.46,8.08,0.8,-0.52,6
DTW,WN,1012,8.81,2.02,0.5,-3.17,3
DTW,YX,1190,2.92,-0.71,2.0,-9.06,1
DVL,OO,151,7.87,4.9,6.6,0.0,1
EAR,OO,26,8.6,7.48,3.8,0.0,1
EAU,OO,8,48.38,44.63,0.0,0.0,1
ECP,9E,10,35.8,32.1,0.0,22.8,7
ECP,AA,174,39.64,37.14,1.7,26.64,8
ECP,DL,608,8.81,3.6,0.8,-4.19,2
ECP,MQ,194,14.86,10.83,2.6,1.86,4
ECP,OH,268,16.89,16.39,0.7,3.89,5
ECP,OO,72,2.94,-1.46,0.0,-10.06,1
ECP,WN,784,9.21,4.52,0.6,-3.79,3
ECP,YX,10,16.9,13.4,0.0,3.9,6
EGE,AA,322,45.56,43.58,1.2,20.7,5
EGE,DL,38,9.63,0.76,0.0,-15.23,1
EGE,F9,4,20.25,33.0,0.0,-4.61,3
EGE,OO,422,11.42,5.52,1.2,-13.44,2
